ID,TARGET
2030,0.16806385984176642
1642,0.32213335038958824
2095,-0.3617994293681622
1771,0.39789145565439976
1589,0.03335564302120431
1959,0.08327423813809097
1961,0.0797448425015339
1760,0.3468352904382677
2116,-0.21105688657131896
1336,0.018621684372120015
1824,0.12344387540650628
1574,0.08483531244519359
1223,-0.14075997326125486
1717,0.05924965456165548
1555,0.01734639749971418
1998,0.103711788452844
1691,0.038356820979665654
1600,0.0797183892577346
1992,0.09393033411016033
1958,0.33519925560860864
1487,0.43123590600198175
2092,-0.008963717336532838
1647,0.08436409022802803
1807,0.5753245161852933
1650,-0.24626949071833756
1613,-0.12778255439500394
1778,0.16880476956669613
1914,0.2567376073745977
1550,0.42646316173991666
1923,-0.1105696581193305
1347,-0.12223505002897972
1974,0.14558401612669125
1885,0.35338396442092157
1845,0.14027655764998512
2033,0.226381350346751
1657,0.45995680611625356
1884,-0.09071404429863411
2136,0.29081974420840595
1227,0.012295116055301316
1325,-0.0008073366289471567
2098,0.04138623619422692
1783,0.27821552068806005
1774,0.08292259860888569
1290,0.10050101069014587
1904,0.1868891173722479
1679,-0.2910626502707052
1285,-0.03018762157176491
1643,-0.0550509259123493
1740,0.1805621576566803
1954,0.36565998239778996
2120,0.15335732154587245
1785,0.16092156881829295
1633,0.4635773926718048
1427,-0.6330798815379265
1985,0.05929093088641693
1630,0.25996364550089407
1298,0.03455939761437039
1441,0.004164663602933516
1918,0.42948277302793286
1240,-0.016810028043453898
1903,0.4514211355937997
1838,0.3196847118511192
2009,-0.003608750664573133
1523,0.08698523564074728
1259,0.03776474213608859
1666,0.1582074836124589
1373,0.4238752515289448
1251,0.31628871615525384
1480,0.9649615957503372
1599,0.10445217244580912
1702,-0.09610170222487077
1928,0.41704399091882655
1396,-0.42826197706953634
1656,0.4531431842497103
1711,0.07495132906303409
1644,0.03330902572349567
2006,-0.14750216526772067
1406,0.09188317839708947
1730,0.11159259072661513
1296,-0.008919980504556767
2099,0.0158433910818465
1888,0.22107478714582854
1557,0.06831217927043332
1542,0.3520999615043674
1368,-0.07579214718464304
1446,0.07551066579607747
1865,0.26786769255634185
1775,0.0660682659803297
730,-0.8397362832109768
273,-0.20801929250783055
911,-0.5991802793210029
274,0.3471898878005295
619,0.14932201914576965
31,0.12483145117416874
795,-0.05285010934905159
807,0.07153584586315097
751,0.3879410431295454
234,-0.43987910698482796
244,-0.018316074894955084
299,0.2877773197930688
437,0.577232798238914
716,-0.16633301492415753
617,0.2015649607221574
885,-0.3004976578824875
95,0.20943979839967664
750,0.5331563993652998
775,0.16408363469606627
784,0.0657512402472246
802,0.15810370538417984
504,0.059543975451402636
798,-0.8673767481616456
403,0.3327893467711458
658,0.33114695553180395
369,0.2955396250096543
52,0.1263934367434406
513,0.3582782693392403
791,0.15188115778506714
133,-0.033135919357859284
815,0.16129919147095584
824,0.2711024204414112
179,-0.3317638689778135
124,0.19427578130312542
471,-0.32153753697323145
255,0.28542588887103065
916,-0.16708777953196235
153,0.24259095337389655
284,0.2636085833381183
387,0.3595038923946642
508,0.25479660945710625
598,0.19937039509248408
323,0.2544575155669956
703,0.5331730037936352
510,0.34972687882631515
592,0.3207645673670774
467,0.4110953466993509
420,0.565909434297781
537,0.2615204935140301
410,-0.07293907198135262
425,0.7171622997536162
318,0.5864205744504777
87,0.6151649415354935
578,0.2022472892439282
863,0.07618827742094343
20,0.13682351774354154
602,0.6729488420093769
803,0.11135741262262235
151,-0.058872425882184325
706,0.43184978001650404
763,0.23066430828766504
41,0.4267303273671063
484,0.18930759768561067
554,0.29701180830982027
203,-0.3109345123195629
56,0.19140930885520288
145,0.14495971628894952
461,0.5687273420843824
585,0.1802114924349581
604,0.3070752844600808
903,0.05772900343301138
679,0.5477249683958901
692,0.14462213850077174
816,0.09781793992022957
887,0.318779112960362
697,-0.4730699841766285
143,0.3153278290632618
64,0.2509296047891503
590,0.7885652456356205
528,0.2375234709157196
454,-0.581831237443187
685,0.5977759315121159
413,0.23232584901300718
67,0.16917416752121897
345,0.006990940437967122
375,0.18030098346654344
418,0.2626226692048552
874,0.026168227723436036
596,0.444690050520015
363,0.3908964436394636
60,0.3319807133074982
325,0.2668153002693046
104,0.05511269454455907
721,-0.34555230839078566
139,0.26508546813934314
897,0.13727013197881138
577,0.17558062573501174
75,0.0792071737758669
78,0.1747797040283767
73,0.09577475201142112
491,-0.18777709019915215
213,-0.4084805309604435
539,-0.34890323376472115
218,-0.2949628009322348
625,0.18401752705209995
846,0.07162536803756069
810,0.07509711221559301
222,-0.42127308804765656
125,0.43181808190578325
665,0.6369372088580992
261,-0.6787180931571858
804,0.05069659720740791
828,0.04899347709064878
898,0.48479635775913327
6,-0.044891181995345836
657,0.4592074504744321
770,0.0951607707895996
445,0.6521699624533513
870,-0.05006062850596786
734,0.1285903436126327
683,0.17815865568313735
196,0.41011594428369463
329,-0.38689468581228026
126,0.22655150883180042
381,-0.3709473653183531
399,0.1168911140977909
88,0.45555518460023686
880,0.030612074711755536
194,0.33181170581618935
102,0.1047847718103516
699,-0.29007134816188046
593,0.2732165323822262
564,0.45544302220822347
172,-0.2617655257484321
483,0.20763537342512553
723,-0.13595463859701806
726,0.2183975395090241
378,0.05202578467287391
385,0.029743364268705462
270,0.11034359878828875
881,0.2187939699225888
30,0.0952630077533589
27,0.16144361080028513
700,0.4834621083404996
349,0.10306768206948824
530,0.15745123653392504
1942,0.0919330240261925
1699,0.10853614314062501
2020,-0.0057747777395004115
1793,0.09981896416330485
2086,-0.05780814374816381
1744,0.11643804831800723
1755,-0.20540795135726933
1243,0.0038510388304013195
1355,0.2103981702781809
1812,0.44732643495904
2113,-0.02758905798293466
1477,-0.5225687348735008
1939,0.0606902710592307
1486,0.12329587302703934
2097,0.012982211566381347
1670,-0.26074234719685174
1561,-0.08616317139001982
1289,0.043330595280264256
1986,0.032291345265862706
1545,-0.24889514428945664
1677,0.3859875512204259
1809,0.2453145538150121
1000,0.05986477021798637
1913,-0.15042451370035517
1565,0.07901701793762675
1246,-0.018606218463295177
1036,0.2062312494197057
2031,0.1437309766143457
1283,0.07600279025840552
1429,-0.1424430444404671
1410,0.22132234612745758
1029,0.0013940873974133947
1318,0.08216732914302823
2032,0.10269906337478184
1434,-0.20041120837666843
2044,0.039927489260842844
1291,0.05476772179913942
2011,-0.09949890823330074
1937,-0.04825593332240118
1320,0.0067659566365707935
1901,0.5594304155148002
1881,0.5367316141074151
1661,0.585791795619203
1257,0.46236717415634454
1950,0.26912295797912716
1412,0.3091296043524195
1818,0.5848958431102944
1707,-0.11418553324458762
1388,-0.19470391700499937
1541,0.2591752557657321
1700,0.0804661889905053
1129,0.16075356981835467
1342,0.06352304118161055
1276,0.38672233296545055
1206,0.021046960209082248
2090,-0.11913206577982637
967,0.09235143649676804
1597,-0.21337701503987744
1591,0.022631936783465426
1615,0.10183295562398965
2096,-0.06648656672974759
1294,0.06523076372331195
1915,0.049862662185064674
968,0.13179778371447273
1222,-0.09130747799794081
1579,0.2814465665052253
1841,0.1188218607219679
2132,-0.11699675286559942
1873,0.1660803543629189
2114,0.2356890955987583
973,0.1645061567102071
1899,0.004531742603348967
1634,0.11454212329857008
1916,0.3922145605413662
1729,0.24571253632906426
1304,0.3462616634028002
1780,0.3661676433887827
882,0.2313347273219848
932,-0.08290532508336962
1034,0.01153027106952683
2014,-0.5768354528184355
1026,0.2721312499143295
448,-0.44609026421042786
988,-0.03583750536881502
773,0.13270885973328045
2101,-0.2223049136660599
1367,-0.03885645348156003
649,0.3316654210345877
177,-0.22420973633322516
1062,0.3856849749678229
228,0.31123013966561536
1010,0.061516369844184224
1047,0.12110082887801393
24,0.16472962203617303
431,-0.003013297145589747
326,0.3873369396465792
1002,0.011417791065086454
1874,0.2517694840261177
131,-0.044432206310307636
890,-0.096706827493772
1801,0.16657260817207545
501,-0.0569037822154236
16,0.387684059350166
1158,-0.13281917101853027
1653,0.4952513219641702
745,0.1500495551578641
428,-0.05079875762281547
495,0.19652344931521035
778,0.09921570389964753
524,0.2611124198784073
1460,-0.014456116285770372
341,0.13128460015749974
1489,-0.13727836755604594
334,0.431336585020623
123,0.23714609118593166
1946,-0.5908186563042905
230,0.13062288901788677
629,0.18236601535508778
1626,-0.018974562442136723
173,0.025907811930939054
893,0.1326899959403468
492,0.12876806450436348
384,0.2080479389215263
43,0.24146624348024817
121,-0.5386050746417841
591,0.5865539063233375
704,0.5223771343251418
249,0.2572551284563312
486,0.11088645275622776
339,0.08880630683860666
278,0.05220223098321986
463,-0.33402546591518845
440,0.47759760269004164
217,-0.5044831427181511
1349,-0.1662845161021372
191,0.39481371968843065
876,0.08385281086064844
223,0.32628205112095526
793,0.11661897710540697
1820,0.25725937132584786
707,-0.2258628182770378
271,0.4575516345871837
743,0.14065591968701002
569,0.17013194061123113
1236,0.01122807900554659
758,0.19767877281103707
558,0.086302824148638
1154,0.2530034987528621
1311,0.061551817856646825
1932,-0.060971942738147454
2119,0.08416553017439535
1107,0.04376797871457383
373,0.1822008410876383
1619,0.12490685911592382
983,0.0011044966494730669
1082,0.16000249104956
1058,0.07825079905203142
719,-0.3510406768617679
742,0.422064130009456
782,0.1332915784465646
2079,0.06354731184445761
1,0.07093983069490697
188,-0.08026823316511825
1966,0.35549390045229096
1038,0.15807448662886567
900,-0.08628720831298405
855,0.23379079058608346
417,0.583427151576039
962,0.17340397083291365
1687,-0.21507666383872495
1835,0.15297913624027312
1369,0.16902559963884733
1629,0.17351924673749808
2103,0.0685089267257098
1041,-0.03761664376163671
790,-0.048069500784246884
1585,0.1728063413290838
335,0.16985537743459864
2040,0.13906806513003633
2023,-0.02622581170601832
225,-0.06603263677416399
1361,0.17407642688259597
1490,0.24762289286996883
2019,0.06498480496192632
1087,0.1182708996688559
1594,0.06066458350268114
1074,0.055145873775028595
250,0.23738847527577048
1601,0.06561864510653982
555,0.4638861779765698
383,0.3105832584299621
69,0.012134142972282085
1164,0.3883001397654295
2018,0.0450941055896703
812,0.26484638762345936
109,0.07671243526829914
1043,0.24200221840931835
1112,0.004755875341755692
1181,-0.10260809559419339
1922,0.39311473685821896
1184,-0.09461360160626406
687,0.5461840205891133
1280,0.19705671174625616
1683,0.19319010995695407
11,0.16890520760125577
1979,0.2483657518423777
2127,-0.36846853107148686
740,0.44294340157429263
80,0.18404257144158612
142,0.2860001975756775
768,-0.056548928012143417
1539,0.1782287758093752
1210,0.2597818557970914
1155,0.07610782154257906
174,-0.13632261058681527
738,0.39898609371167737
2026,-0.00336131778960839
264,1.0164156002410232
180,-0.5466711163575723
883,0.1341490519778101
1908,0.09910393546914059
1359,0.17304144265986937
1268,0.1114187923955249
242,0.17964591344705655
1114,0.1428438345643953
792,0.08820406376885641
939,0.28358732593419744
354,0.22561640574574723
452,-0.3660097296741887
427,0.014602260281397174
1151,-0.04143654698607044
366,0.0001026725375175272
35,0.36064338503523485
74,0.12866098251584335
698,0.344024376354729
392,0.4524698153830505
1895,0.39733964328480337
155,0.09149287215774461
1720,0.00695696390346793
1806,0.7336351494879487
1272,0.1853214400789236
1753,0.24669882791821304
562,0.23029049076129307
414,0.35347562938451876
1636,0.4711041297008011
280,0.6760858106544125
157,0.4366299704932595
434,-0.39229105211148757
872,0.0755763672055041
1808,0.289608064642793
814,0.17049134755104453
1833,0.18334205165576298
2062,0.07026990717962521
29,0.0638304852018325
1724,0.13609214301291042
447,0.002428084904209771
622,0.41420122257552355
374,0.32003077468365426
688,0.4337668878522225
669,0.5124621005257459
1303,0.539860065772612
1919,0.35747653701307014
397,-0.1742756796111565
2007,-0.0015333009587825302
920,0.34374625024708183
1395,-0.29368640227822934
1247,0.0531491968688469
1603,0.21562174876892382
1814,0.13941728510655532
358,0.16000637728633407
514,0.2696552560697432
2000,0.011434043390011889
120,0.14253038291736322
1991,-0.007749931894580908
1438,-0.24735523239832782
573,0.3522747993904945
1967,0.2727393857148082
559,0.15816565013999948
416,0.33935892250231664
614,0.17160317809436218
253,0.6150891322128911
544,0.3506197059939659
1794,0.16184768393043428
48,0.04332073836245714
821,0.17981910236977347
1770,0.3169007485877459
904,0.3726447961481363
140,-0.11639910197489925
589,0.6044312961274029
1534,0.5191806128681772
1471,0.24524546592059157
672,0.3217646717620224
567,0.3437085704582529
931,0.25594023179083036
82,0.18777340540114207
1450,-0.18349550350981236
769,0.08210114013216085
7,-0.18911044066800767
1515,0.10976130801471719
152,-0.15606944375219614
441,0.488101091673434
1419,-0.20469885495020443
211,-0.7910352366406567
1726,0.27978232366778444
475,0.038564368835585054
608,0.2011250484096827
190,0.03789558350363692
1341,0.3214857746293087
776,0.20829941461793625
1500,0.17368914577198133
307,0.13504634211423644
1340,0.16469856113762218
22,0.0029712573384222296
411,-0.34132948136279484
668,-0.21888310691536592
426,0.48141531360225387
525,-0.7816395833984872
702,0.5494059074966924
305,0.13090789419109436
450,0.41093244684999636
817,0.2512498536279949
879,-0.6446395655662991
673,0.2158098317977948
1641,0.6551278721249695
712,0.5258523141096308
1060,0.05509361355451141
